0004.065,   00000000,   0.0183156
0004.065,   00000.01,   -34921.7
0004.065,   00000.02,   -201.055
0004.065,   00000.03,   -34870.8
0004.065,   00000.04,   -381.206
0004.065,   00000.05,   -34759.8
0004.065,   00000.06,   -516.005
0004.065,   00000.07,   -34569.2
0004.065,   00000.08,   -573.805
0004.065,   00000.09,   -34267.3
0004.065,   000000.1,   -511.617
0004.065,   00000.11,   -33806.8
0004.065,   00000.12,   -270.419
0004.065,   00000.13,   -33120.3
0004.065,   00000.14,   230.227
0004.065,   00000.15,   -32115.6
0004.065,   00000.16,   1098.33
0004.065,   00000.17,   -30668.9
0004.065,   00000.18,   2476.44
0004.065,   00000.19,   -28618
0004.065,   000000.2,   4549.56
0004.065,   00000.21,   -25753.7
0004.065,   00000.22,   7553.93
0004.065,   00000.23,   -21810.8
0004.065,   00000.24,   11786.8
0004.065,   00000.25,   -16457.9
0004.065,   00000.26,   17617
0004.065,   00000.27,   -9285.94
0004.065,   00000.28,   25496.8
0004.065,   00000.29,   203.147
0004.065,   000000.3,   35973.9
0004.065,   00000.31,   12609.5
0004.065,   00000.32,   49704.5
0004.065,   00000.33,   28648.1
0004.065,   00000.34,   67465.7
0004.065,   00000.35,   49161.3
0004.065,   00000.36,   90168.5
0004.065,   00000.37,   75131.4
0004.065,   00000.38,   118870
0004.065,   00000.39,   107692
0004.065,   000000.4,   154783
0004.065,   00000.41,   148139
0004.065,   00000.42,   199289
0004.065,   00000.43,   197938
0004.065,   00000.44,   253942
0004.065,   00000.45,   258736
0004.065,   00000.46,   320479
0004.065,   00000.47,   332360
0004.065,   00000.48,   400822
0004.065,   00000.49,   420827
0004.065,   000000.5,   497082
0004.065,   00000.51,   526339
0004.065,   00000.52,   611553
0004.065,   00000.53,   651284
0004.065,   00000.54,   746715
0004.065,   00000.55,   798232
0004.065,   00000.56,   905227
0004.065,   00000.57,   969926
0004.065,   00000.58,   1.08992e+06
0004.065,   00000.59,   1.16928e+06
0004.065,   000000.6,   1.30377e+06
0004.065,   00000.61,   1.39935e+06
0004.065,   00000.62,   1.54993e+06
0004.065,   00000.63,   1.66335e+06
0004.065,   00000.64,   1.83168e+06
0004.065,   00000.65,   1.96463e+06
0004.065,   00000.66,   2.15241e+06
0004.065,   00000.67,   2.30664e+06
0004.065,   00000.68,   2.51564e+06
0004.065,   00000.69,   2.69295e+06
0004.065,   000000.7,   2.92498e+06
0004.065,   00000.71,   3.12721e+06
0004.065,   00000.72,   3.38413e+06
0004.065,   00000.73,   3.61316e+06
0004.065,   00000.74,   3.89686e+06
0004.065,   00000.75,   4.1546e+06
0004.065,   00000.76,   4.467e+06
0004.065,   00000.77,   4.75538e+06
0004.065,   00000.78,   5.09843e+06
0004.065,   00000.79,   5.41942e+06
0004.065,   000000.8,   5.79507e+06
0004.065,   00000.81,   6.15065e+06
0004.065,   00000.82,   6.56088e+06
0004.065,   00000.83,   6.95303e+06
0004.065,   00000.84,   7.39985e+06
0004.065,   00000.85,   7.83057e+06
0004.065,   00000.86,   8.31596e+06
0004.065,   00000.87,   8.78726e+06
0004.065,   00000.88,   9.31324e+06
0004.065,   00000.89,   9.82713e+06
0004.065,   000000.9,   1.03957e+07
0004.065,   00000.91,   1.09542e+07
0004.065,   00000.92,   1.15674e+07
0004.065,   00000.93,   1.21725e+07
0004.065,   00000.94,   1.28324e+07
0004.065,   00000.95,   1.34861e+07
0004.065,   00000.96,   1.41946e+07
0004.065,   00000.97,   1.48991e+07
0004.065,   00000.98,   1.56582e+07
0004.065,   00000.99,   1.64154e+07
0004.065,   00000001,   1.72272e+07
