0003.995,   00000000,   0.0183156
0003.995,   00000.01,   -34011
0003.995,   00000.02,   -298.941
0003.995,   00000.03,   -33996.4
0003.995,   00000.04,   -593.975
0003.995,   00000.05,   -33965.2
0003.995,   00000.06,   -880.185
0003.995,   00000.07,   -33912.9
0003.995,   00000.08,   -1150.58
0003.995,   00000.09,   -33831.8
0003.995,   000000.1,   -1394.66
0003.995,   00000.11,   -33709.5
0003.995,   00000.12,   -1596.62
0003.995,   00000.13,   -33527.1
0003.995,   00000.14,   -1732.93
0003.995,   00000.15,   -33256.4
0003.995,   00000.16,   -1769.3
0003.995,   00000.17,   -32856.4
0003.995,   00000.18,   -1656.88
0003.995,   00000.19,   -32269.7
0003.995,   000000.2,   -1327.6
0003.995,   00000.21,   -31416.6
0003.995,   00000.22,   -688.619
0003.995,   00000.23,   -30189.8
0003.995,   00000.24,   384.021
0003.995,   00000.25,   -28447.2
0003.995,   00000.26,   2052.79
0003.995,   00000.27,   -26004.2
0003.995,   00000.28,   4526.94
0003.995,   00000.29,   -22625
0003.995,   000000.3,   8071.74
0003.995,   00000.31,   -18012.6
0003.995,   00000.32,   13018.7
0003.995,   00000.33,   -11798.6
0003.995,   00000.34,   19776.8
0003.995,   00000.35,   -3530.78
0003.995,   00000.36,   28844.3
0003.995,   00000.37,   7338.23
0003.995,   00000.38,   40821.6
0003.995,   00000.39,   21464.4
0003.995,   000000.4,   56423.8
0003.995,   00000.41,   39624.8
0003.995,   00000.42,   76493.4
0003.995,   00000.43,   62730.5
0003.995,   00000.44,   102013
0003.995,   00000.45,   91838.1
0003.995,   00000.46,   134117
0003.995,   00000.47,   128161
0003.995,   00000.48,   174101
0003.995,   00000.49,   173080
0003.995,   000000.5,   223432
0003.995,   00000.51,   228151
0003.995,   00000.52,   283756
0003.995,   00000.53,   295110
0003.995,   00000.54,   356902
0003.995,   00000.55,   375879
0003.995,   00000.56,   444887
0003.995,   00000.57,   472568
0003.995,   00000.58,   549913
0003.995,   00000.59,   587473
0003.995,   000000.6,   674369
0003.995,   00000.61,   723075
0003.995,   00000.62,   820826
0003.995,   00000.63,   882030
0003.995,   00000.64,   992027
0003.995,   00000.65,   1.06717e+06
0003.995,   00000.66,   1.19088e+06
0003.995,   00000.67,   1.28148e+06
0003.995,   00000.68,   1.42046e+06
0003.995,   00000.69,   1.5281e+06
0003.995,   000000.7,   1.68397e+06
0003.995,   00000.71,   1.81031e+06
0003.995,   00000.72,   1.98475e+06
0003.995,   00000.73,   2.1315e+06
0003.995,   00000.74,   2.32626e+06
0003.995,   00000.75,   2.49521e+06
0003.995,   00000.76,   2.71206e+06
0003.995,   00000.77,   2.90503e+06
0003.995,   00000.78,   3.14583e+06
0003.995,   00000.79,   3.36466e+06
0003.995,   000000.8,   3.63127e+06
0003.995,   00000.81,   3.87787e+06
0003.995,   00000.82,   4.17221e+06
0003.995,   00000.83,   4.4485e+06
0003.995,   00000.84,   4.7725e+06
0003.995,   00000.85,   5.08042e+06
0003.995,   00000.86,   5.43603e+06
0003.995,   00000.87,   5.77756e+06
0003.995,   00000.88,   6.16675e+06
0003.995,   00000.89,   6.54386e+06
0003.995,   000000.9,   6.96864e+06
0003.995,   00000.91,   7.38332e+06
0003.995,   00000.92,   7.84567e+06
0003.995,   00000.93,   8.29994e+06
0003.995,   00000.94,   8.80186e+06
0003.995,   00000.95,   9.29772e+06
0003.995,   00000.96,   9.84123e+06
0003.995,   00000.97,   1.03807e+07
0003.995,   00000.98,   1.09678e+07
0003.995,   00000.99,   1.15529e+07
0003.995,   00000001,   1.21856e+07
